"","age","race","gender","educ","pid3","pid7","ideo5","newsint","treatment","Legit_Trust","Legit_Fair","Strong_Exec","Pres_No_Others","Checks_Balances","female"
"605","45-64","White",1,"4-year College Degree","Republican",7,"Conservative","Medium","Control",0.666666666666667,0.75,0.5,0,0,"Male"
"606","18-29","Black",2,"Some College","Independent",5,"Liberal","High","Diverse",0.666666666666667,1,1,0,0,"Female"
"607","65+","White",2,"Some College","Republican",7,"Moderate","High","Control",0.666666666666667,1,0.833333333333333,0.166666666666667,0,"Female"
"608","45-64","White",2,"4-year College Degree","Republican",7,"Very Conservative","High","Control",0.166666666666667,0.75,0,0,0,"Female"
"609","45-64","White",1,"4-year College Degree","Republican",7,"Conservative","High","Diverse",0.666666666666667,0.5,0.333333333333333,0.5,0,"Male"
"610","45-64","White",2,"2-year College Degree","Independent",4,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.5,0.5,0.166666666666667,0.166666666666667,"Female"
"611","45-64","White",2,"4-year College Degree","Republican",6,"Conservative","Medium","Diverse",0.333333333333333,0.75,0.666666666666667,0.166666666666667,0.166666666666667,"Female"
"612","45-64","Asian",2,"4-year College Degree","Democrat",1,"Moderate","High","Control",0.166666666666667,0.25,1,0.166666666666667,0,"Female"
"613","30-44","Asian",2,"Post-Graduate Degree","Republican",6,"Conservative","Medium","Diverse But Critiqued",0.166666666666667,0.25,0.5,0.333333333333333,0.5,"Female"
"614","45-64","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Control",0.5,0.25,0.166666666666667,0.5,0,"Female"
"615","45-64","Other",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.25,0.833333333333333,0.666666666666667,0,"Female"
"616","65+","White",2,"Some College","Independent",4,"Moderate","High","Diverse",0.333333333333333,0.25,0.333333333333333,0.166666666666667,0.333333333333333,"Female"
"617","45-64","White",2,"Some College","Independent",5,"Moderate","Medium","Diverse But Critiqued",0.333333333333333,0.5,0.666666666666667,0.5,0,"Female"
"618","65+","White",2,"2-year College Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0.666666666666667,0.75,0.333333333333333,0,0,"Female"
"619","18-29","White",2,"Less than a High School Diploma","Not Sure",3,"Not Sure","Don't Know","Diverse",0,0,0.333333333333333,0.666666666666667,0.166666666666667,"Female"
"620","30-44","Multiracial",2,"4-year College Degree","Not Sure",8,"Not Sure","Don't Know","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"621","65+","White",2,"Some College","Independent",5,"Moderate","High","Control",0.166666666666667,0.5,0.5,0.333333333333333,0,"Female"
"622","30-44","Asian",2,"4-year College Degree","Democrat",2,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"623","45-64","White",2,"4-year College Degree","Democrat",1,"Very Liberal","Medium","Control",0.666666666666667,0.75,1,0.5,0.333333333333333,"Female"
"624","65+","White",2,"Some College","Independent",5,"Conservative","Medium","Control",0.666666666666667,0.5,0,0,0.166666666666667,"Female"
"625","45-64","White",1,"Post-Graduate Degree","Republican",7,"Conservative","Medium","Diverse",0.833333333333333,1,0.666666666666667,0.166666666666667,0,"Male"
"626","65+","White",2,"2-year College Degree","Republican",6,"Very Conservative","None","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.833333333333333,0.833333333333333,"Female"
"627","45-64","White",2,"4-year College Degree","Republican",7,"Very Conservative","High","Control",0.666666666666667,0.75,0,0,0,"Female"
"628","30-44","Hispanic",2,"4-year College Degree","Independent",3,"Moderate","Medium","Diverse But Critiqued",0.333333333333333,0.5,0,0,0,"Female"
"629","18-29","White",2,"High School Graduate","Republican",7,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0,"Female"
"630","30-44","Hispanic",2,"Less than a High School Diploma","Not Sure",8,"Not Sure","None","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"631","30-44","Hispanic",2,"Post-Graduate Degree","Republican",7,"Conservative","High","Diverse",0,0.5,0,0.5,0,"Female"
"632","45-64","White",2,"Some College","Independent",5,"Conservative","High","Diverse",0.166666666666667,0.5,0,0,0,"Female"
"633","30-44","White",2,"4-year College Degree","Republican",6,"Conservative","High","Control",0.333333333333333,0.5,0.5,0.166666666666667,0.166666666666667,"Female"
"634","45-64","White",2,"4-year College Degree","Independent",5,"Moderate","High","Control",0.5,1,0.833333333333333,0,0,"Female"
"635","18-29","Asian",2,"High School Graduate","Democrat",1,"Liberal","Medium","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"636","30-44","Black",1,"High School Graduate","Republican",7,"Moderate","Medium","Diverse",0.833333333333333,0.5,0.833333333333333,0.666666666666667,0.166666666666667,"Male"
"637","18-29","White",2,"High School Graduate","Not Sure",4,"Moderate","Low","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"638","30-44","White",2,"4-year College Degree","Independent",5,"Conservative","Medium","Control",0.5,0.5,0.166666666666667,0,0,"Female"
"639","45-64","White",1,"4-year College Degree","Independent",5,"Conservative","High","Diverse But Critiqued",0,0.5,0,0.166666666666667,0,"Male"
"640","18-29","Black",1,"Less than a High School Diploma","Independent",3,"Moderate","Medium","Control",0.333333333333333,0.25,0.5,0.5,0.166666666666667,"Male"
"641","45-64","White",2,"Some College","Independent",4,"Moderate","Don't Know","Diverse",0.5,0.5,0.166666666666667,0,0,"Female"
"642","18-29","Multiracial",2,"4-year College Degree","Not Sure",8,"Liberal","None","Control",0,0.5,0.333333333333333,0.5,0.166666666666667,"Female"
"643","18-29","White",2,"High School Graduate","Republican",7,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.5,0.166666666666667,0.166666666666667,"Female"
"644","45-64","White",1,"2-year College Degree","Republican",6,"Conservative","Low","Control",0.5,0.5,0.666666666666667,0.333333333333333,0.333333333333333,"Male"
"645","45-64","White",2,"Some College","Independent",4,"Conservative","Medium","Diverse But Critiqued",0.333333333333333,0.25,0.666666666666667,0.833333333333333,0,"Female"
"646","65+","White",2,"Some College","Independent",4,"Conservative","None","Diverse But Critiqued",0.833333333333333,0.75,0.833333333333333,0.166666666666667,0,"Female"
"647","65+","White",2,"Some College","Republican",7,"Very Conservative","None","Diverse But Critiqued",1,1,1,0,0,"Female"
"648","65+","White",2,"Some College","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.5,0.25,0.833333333333333,0.333333333333333,0.166666666666667,"Female"
"649","30-44","Hispanic",2,"Post-Graduate Degree","Republican",6,"Moderate","High","Control",0,0,0,0.5,0,"Female"
"650","45-64","White",1,"4-year College Degree","Independent",5,"Conservative","Medium","Control",0.333333333333333,0.5,0.166666666666667,0.166666666666667,0,"Male"
"651","65+","White",2,"Some College","Republican",6,"Conservative","High","Control",0.5,1,0.833333333333333,0.5,0.166666666666667,"Female"
"652","30-44","White",2,"2-year College Degree","Republican",7,"Moderate","Low","Diverse But Critiqued",0.333333333333333,0.5,0.5,0.5,0.5,"Female"
"653","30-44","Native American",2,"4-year College Degree","Not Sure",4,"Not Sure","Low","Diverse",0.5,0.5,1,0.5,0.333333333333333,"Female"
"654","65+","White",2,"Some College","Republican",7,"Conservative","High","Diverse But Critiqued",0,0.25,0.333333333333333,0.166666666666667,0,"Female"
"655","65+","White",2,"Some College","Republican",6,"Moderate","High","Diverse",0.5,0.5,0.666666666666667,0.5,0.166666666666667,"Female"
"656","65+","White",2,"Some College","Republican",7,"Very Conservative","None","Diverse But Critiqued",0.333333333333333,0.5,0.333333333333333,0,0,"Female"
"657","30-44","White",2,"4-year College Degree","Republican",6,"Moderate","None","Diverse",0.666666666666667,1,0.666666666666667,0.166666666666667,0.166666666666667,"Female"
"658","45-64","White",1,"2-year College Degree","Independent",4,"Moderate","Medium","Diverse",0,0.5,0,0,0,"Male"
"659","65+","White",2,"Some College","Republican",7,"Conservative","High","Control",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333,"Female"
"660","45-64","White",2,"Some College","Not Sure",5,"Moderate","Medium","Control",0.833333333333333,0.5,0.666666666666667,0.5,0,"Female"
"661","18-29","White",1,"Less than a High School Diploma","Independent",5,"Very Conservative","Medium","Diverse",0,0,0.5,0,0,"Male"
"662","45-64","White",2,"2-year College Degree","Republican",7,"Very Conservative","High","Control",0.5,0.75,0.5,0.166666666666667,0.166666666666667,"Female"
"663","65+","White",2,"High School Graduate","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.833333333333333,1,0,0,0.833333333333333,"Female"
"664","45-64","White",2,"Some College","Independent",4,"Conservative","None","Diverse",0.166666666666667,0.25,0.333333333333333,0.166666666666667,0.166666666666667,"Female"
"665","30-44","Black",2,"Post-Graduate Degree","Democrat",2,"Liberal","High","Diverse But Critiqued",1,1,1,0,0,"Female"
"666","18-29","White",2,"Some College","Republican",6,"Conservative","Low","Diverse But Critiqued",0,0.25,0,0.666666666666667,0,"Female"
"667","65+","White",2,"2-year College Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0,0.5,0,0,0,"Female"
"668","45-64","White",2,"2-year College Degree","Republican",6,"Conservative","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"669","45-64","White",2,"2-year College Degree","Republican",6,"Conservative","Medium","Diverse",0.666666666666667,0.25,0.666666666666667,0.333333333333333,0,"Female"
"670","65+","White",2,"Some College","Republican",7,"Very Conservative","Medium","Control",0.166666666666667,0.25,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"671","65+","White",2,"Some College","Republican",7,"Conservative","Medium","Diverse",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0,"Female"
"672","65+","White",2,"Some College","Independent",5,"Very Conservative","High","Control",0.666666666666667,0.5,0.166666666666667,0,0,"Female"
"673","30-44","Black",2,"4-year College Degree","Independent",3,"Liberal","Low","Diverse",0.833333333333333,1,0.833333333333333,1,0.5,"Female"
"674","45-64","White",1,"4-year College Degree","Republican",7,"Conservative","Medium","Control",0.833333333333333,0.5,0.666666666666667,0.666666666666667,0.333333333333333,"Male"
"675","65+","White",2,"Some College","Independent",5,"Moderate","High","Diverse But Critiqued",0.166666666666667,0.5,0,0,0,"Female"
"676","65+","White",2,"Some College","Republican",7,"Very Conservative","High","Control",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0,"Female"
"677","30-44","White",1,"2-year College Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.5,0.75,0.833333333333333,0.666666666666667,0.333333333333333,"Male"
"678","45-64","White",2,"High School Graduate","Republican",7,"Conservative","High","Diverse",0.5,0.5,0.166666666666667,0,0,"Female"
"679","45-64","White",2,"2-year College Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0.166666666666667,1,0.666666666666667,0.666666666666667,0.166666666666667,"Female"
"680","65+","White",2,"Some College","Republican",7,"Conservative","High","Diverse",0,0,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"681","65+","White",2,"2-year College Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.75,0.166666666666667,0,0,"Female"
"682","45-64","White",2,"Some College","Republican",7,"Very Conservative","High","Control",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0,"Female"
"683","45-64","White",1,"2-year College Degree","Independent",4,"Very Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.5,1,0.333333333333333,0.666666666666667,"Male"
"684","65+","White",2,"Some College","Republican",7,"Conservative","Medium","Control",0.833333333333333,0.75,0.833333333333333,0.5,0,"Female"
"685","45-64","White",2,"2-year College Degree","Independent",4,"Conservative","High","Diverse But Critiqued",0.666666666666667,1,0.333333333333333,0,0,"Female"
"686","30-44","White",2,"2-year College Degree","Republican",7,"Moderate","Medium","Diverse",0.5,0.75,0.833333333333333,0.5,0.5,"Female"
"687","18-29","Black",2,"Some College","Independent",4,"Not Sure","Low","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"688","45-64","White",1,"2-year College Degree","Independent",4,"Moderate","Low","Control",0,0,0,0,0,"Male"
"689","45-64","White",2,"High School Graduate","Republican",6,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"690","45-64","White",1,"Some College","Republican",7,"Very Conservative","High","Diverse",0,0.5,0,0,0,"Male"
"691","45-64","White",2,"2-year College Degree","Republican",7,"Very Conservative","Medium","Diverse",0.666666666666667,0.5,0.5,0.5,0.5,"Female"
"692","65+","White",2,"Some College","Republican",7,"Conservative","High","Control",0.5,0.5,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"693","65+","White",2,"2-year College Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0.5,0.75,0.333333333333333,0.333333333333333,0.166666666666667,"Female"
"694","45-64","White",1,"2-year College Degree","Independent",4,"Moderate","High","Control",0,0.25,0.666666666666667,0.166666666666667,0,"Male"
"695","45-64","White",2,"High School Graduate","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.5,0.75,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"696","65+","White",2,"Some College","Independent",5,"Conservative","Medium","Diverse",0,0.5,0.166666666666667,0.833333333333333,0,"Female"
"697","18-29","Black",1,"High School Graduate","Independent",4,"Not Sure","Low","Diverse",0.5,0.5,0.666666666666667,0.666666666666667,0,"Male"
"698","18-29","White",2,"High School Graduate","Republican",7,"Very Conservative","Medium","Diverse",0.666666666666667,0.75,0.833333333333333,0.5,0.5,"Female"
"699","65+","White",2,"High School Graduate","Republican",6,"Conservative","Medium","Diverse But Critiqued",0.833333333333333,0.75,0.833333333333333,0.166666666666667,0.166666666666667,"Female"
"700","45-64","White",1,"Some College","Republican",7,"Conservative","High","Diverse",0.166666666666667,0.5,0.5,0.5,0.166666666666667,"Male"
"701","65+","White",2,"Some College","Republican",7,"Conservative","High","Diverse",0.5,0,0,0,0,"Female"
"702","45-64","White",1,"High School Graduate","Republican",7,"Very Conservative","Medium","Control",0.5,0.75,0.5,0.5,0.166666666666667,"Male"
"703","45-64","White",2,"High School Graduate","Independent",5,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.5,0.333333333333333,0.666666666666667,0,"Female"
"704","45-64","White",2,"4-year College Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.333333333333333,0.75,0,0.166666666666667,0,"Female"
"705","45-64","White",1,"2-year College Degree","Republican",6,"Moderate","High","Control",0.5,0.5,0.5,0.5,0.333333333333333,"Male"
"706","30-44","Hispanic",2,"4-year College Degree","Democrat",2,"Moderate","None","Diverse",0.5,0.75,0.5,0.5,0,"Female"
"707","30-44","White",2,"2-year College Degree","Republican",6,"Liberal","Low","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.5,0.333333333333333,"Female"
"708","65+","White",2,"2-year College Degree","Republican",7,"Very Conservative","High","Control",0.5,0.5,0,0,0,"Female"
"709","45-64","White",1,"Some College","Independent",5,"Conservative","High","Control",0.166666666666667,0.25,0,0,0,"Male"
"710","45-64","White",2,"4-year College Degree","Not Sure",8,"Not Sure","Low","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"711","45-64","White",1,"Some College","Independent",5,"Conservative","High","Diverse",0.166666666666667,0.25,0,0,0.5,"Male"
"712","45-64","White",1,"2-year College Degree","Republican",6,"Conservative","High","Diverse",0.166666666666667,0.5,0,0,0,"Male"
"713","45-64","White",1,"2-year College Degree","Republican",7,"Conservative","High","Diverse",0.833333333333333,0.75,0.333333333333333,0,0.166666666666667,"Male"
"714","65+","White",2,"2-year College Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0,0.5,0,0,0,"Female"
"715","65+","White",2,"Some College","Republican",7,"Very Conservative","High","Diverse",0.666666666666667,1,0.333333333333333,0,0,"Female"
"716","65+","White",2,"2-year College Degree","Republican",6,"Moderate","Low","Diverse",0.333333333333333,0.25,0.666666666666667,0.333333333333333,0.333333333333333,"Female"
"717","65+","White",2,"2-year College Degree","Independent",5,"Moderate","Medium","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.166666666666667,0,"Female"
"718","45-64","White",1,"4-year College Degree","Independent",4,"Moderate","High","Control",0.333333333333333,0.25,1,0.5,0,"Male"
"719","30-44","Native American",2,"4-year College Degree","Independent",5,"Moderate","Don't Know","Diverse",0.666666666666667,0.75,0.5,0.5,0.5,"Female"
"720","18-29","Multiracial",2,"High School Graduate","Independent",4,"Not Sure","None","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"721","45-64","White",1,"4-year College Degree","Republican",7,"Very Conservative","Low","Control",0.166666666666667,0.25,0.833333333333333,0.5,0,"Male"
"722","65+","White",2,"2-year College Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0.166666666666667,0,0,0,0.166666666666667,"Female"
"723","18-29","Hispanic",1,"2-year College Degree","Republican",7,"Conservative","Medium","Diverse",0.833333333333333,0.75,0.833333333333333,1,0.166666666666667,"Male"
"724","30-44","White",2,"2-year College Degree","Independent",4,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0.833333333333333,0,"Female"
"725","45-64","Asian",2,"4-year College Degree","Not Sure",4,"Moderate","Don't Know","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"726","45-64","White",2,"Some College","Democrat",2,"Very Conservative","None","Diverse",0.333333333333333,0.25,0.333333333333333,0.5,0.166666666666667,"Female"
"727","30-44","Hispanic",2,"4-year College Degree","Republican",7,"Very Liberal","High","Diverse",0.833333333333333,0.75,0.5,1,0,"Female"
"728","30-44","White",1,"Some College","Independent",5,"Conservative","High","Control",0.666666666666667,0.75,0,0.5,0,"Male"
"729","30-44","White",2,"Some College","Democrat",1,"Very Liberal","Medium","Diverse",0.833333333333333,0.75,0.333333333333333,0.333333333333333,0,"Female"
"730","45-64","Hispanic",2,"Some College","Independent",5,"Moderate","High","Control",0.666666666666667,0.75,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"731","30-44","Hispanic",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.5,0,"Female"
"732","18-29","White",2,"Less than a High School Diploma","Not Sure",4,"Not Sure","None","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"733","65+","White",2,"Some College","Republican",7,"Conservative","Low","Control",0.333333333333333,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"734","45-64","White",2,"4-year College Degree","Independent",8,"Conservative","Medium","Diverse But Critiqued",0.5,0.75,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"735","30-44","White",2,"High School Graduate","Not Sure",4,"Moderate","None","Diverse But Critiqued",0.333333333333333,0.25,0.5,0.5,0.333333333333333,"Female"
"736","65+","White",2,"High School Graduate","Republican",7,"Very Conservative","Low","Control",0.666666666666667,0.75,0,0,0.5,"Female"
"737","18-29","White",1,"2-year College Degree","Independent",4,"Moderate","Medium","Control",0.5,0.5,0.5,0.5,0.5,"Male"
"738","30-44","White",1,"Some College","Independent",4,"Moderate","Medium","Control",0.333333333333333,0.5,0,0,0,"Male"
"739","45-64","White",2,"Some College","Independent",4,"Moderate","Medium","Control",0,0.25,1,0.166666666666667,0,"Female"
"740","30-44","White",2,"2-year College Degree","Independent",4,"Moderate","Low","Diverse",0.333333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"741","45-64","Black",1,"Post-Graduate Degree","Democrat",1,"Liberal","High","Diverse",0.666666666666667,0.75,0.333333333333333,0.333333333333333,0.166666666666667,"Male"
"742","65+","Black",2,"2-year College Degree","Democrat",1,"Conservative","High","Diverse But Critiqued",0.833333333333333,0.75,1,1,0.166666666666667,"Female"
"743","45-64","White",2,"Some College","Republican",7,"Conservative","Low","Control",0.333333333333333,0.25,0.833333333333333,0.166666666666667,0,"Female"
"744","45-64","White",1,"4-year College Degree","Independent",5,"Conservative","High","Diverse",0,0.5,0.833333333333333,0.833333333333333,0.5,"Male"
"745","30-44","Black",2,"4-year College Degree","Democrat",2,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0.833333333333333,"Female"
"746","65+","White",2,"2-year College Degree","Independent",4,"Not Sure","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"747","45-64","Hispanic",2,"Less than a High School Diploma","Independent",8,"Not Sure","None","Diverse",0.5,0.5,0.833333333333333,0.5,0,"Female"
"748","45-64","White",2,"Some College","Republican",7,"Very Conservative","High","Control",0.666666666666667,0.5,0.5,0.5,0.166666666666667,"Female"
"749","30-44","White",2,"High School Graduate","Independent",4,"Not Sure","Medium","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"750","18-29","Hispanic",2,"High School Graduate","Independent",8,"Very Conservative","Low","Diverse",0.5,0.5,0.5,0.5,0.333333333333333,"Female"
"751","45-64","Black",2,"Some College","Democrat",1,"Very Liberal","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"752","65+","White",2,"High School Graduate","Republican",7,"Very Conservative","High","Diverse",0.5,0.75,0.666666666666667,0.166666666666667,0.5,"Female"
"753","45-64","Black",2,"Some College","Democrat",1,"Very Liberal","Medium","Diverse",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0.166666666666667,"Female"
"754","65+","White",2,"Some College","Independent",5,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.333333333333333,0,"Female"
"755","65+","Black",2,"Some College","Independent",5,"Very Conservative","Low","Control",0.5,0.75,0.666666666666667,1,0,"Female"
"756","65+","White",2,"2-year College Degree","Independent",3,"Liberal","Low","Diverse",0.666666666666667,0.75,0.166666666666667,0,0.333333333333333,"Female"
"757","30-44","White",2,"High School Graduate","Independent",4,"Not Sure","Low","Diverse But Critiqued",0.333333333333333,0.5,0.5,0.5,0.5,"Female"
"758","45-64","White",2,"2-year College Degree","Republican",7,"Conservative","High","Diverse",0.166666666666667,0.5,0.333333333333333,0,0,"Female"
"759","45-64","White",1,"High School Graduate","Democrat",2,"Conservative","High","Control",0.166666666666667,0,0,1,0,"Male"
"760","30-44","White",2,"Some College","Democrat",2,"Moderate","Medium","Control",0.333333333333333,0.25,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"761","30-44","White",1,"Some College","Independent",4,"Moderate","None","Control",0,0.5,0.333333333333333,0.333333333333333,0,"Male"
"762","30-44","White",2,"Some College","Republican",6,"Conservative","None","Diverse",0.333333333333333,0.5,0.5,0.5,0,"Female"
"763","18-29","White",1,"Some College","Republican",7,"Very Conservative","Don't Know","Diverse But Critiqued",0.333333333333333,0.5,0.166666666666667,0,0.166666666666667,"Male"
"764","18-29","Hispanic",2,"4-year College Degree","Independent",3,"Very Liberal","Low","Control",0.333333333333333,0.25,0.333333333333333,0.333333333333333,0.666666666666667,"Female"
"765","30-44","White",2,"4-year College Degree","Republican",6,"Conservative","Low","Diverse But Critiqued",0.666666666666667,0.75,1,0.166666666666667,0.5,"Female"
"766","45-64","Black",2,"4-year College Degree","Democrat",2,"Moderate","None","Control",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0,"Female"
"767","45-64","White",2,"Some College","Republican",6,"Conservative","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.333333333333333,0.333333333333333,0.333333333333333,"Female"
"768","45-64","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Control",0.333333333333333,0.25,0.333333333333333,1,0.833333333333333,"Female"
"769","45-64","Hispanic",1,"Some College","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,0.75,0.333333333333333,0.333333333333333,0,"Male"
"770","30-44","White",2,"Some College","Independent",4,"Moderate","Medium","Control",0.166666666666667,0.5,0.666666666666667,0.333333333333333,0,"Female"
"771","45-64","White",2,"2-year College Degree","Independent",5,"Conservative","Medium","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.166666666666667,0,"Female"
"772","45-64","White",1,"4-year College Degree","Independent",3,"Conservative","Medium","Diverse But Critiqued",0,0.25,0.833333333333333,0.666666666666667,0,"Male"
"773","18-29","Hispanic",2,"High School Graduate","Democrat",1,"Moderate","Medium","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"774","30-44","White",2,"Some College","Republican",6,"Conservative","High","Diverse",0.5,0.75,0.833333333333333,0.666666666666667,0.333333333333333,"Female"
"775","30-44","White",2,"4-year College Degree","Independent",5,"Liberal","Medium","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"776","45-64","Black",2,"Some College","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.25,0.5,0.666666666666667,0.333333333333333,"Female"
"777","30-44","White",2,"High School Graduate","Not Sure",4,"Not Sure","None","Diverse But Critiqued",0.166666666666667,0.5,0.666666666666667,0.166666666666667,0.166666666666667,"Female"
"778","18-29","Hispanic",2,"High School Graduate","Democrat",1,"Very Liberal","Medium","Control",0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"779","45-64","Black",2,"Some College","Democrat",1,"Moderate","High","Control",0.5,0.5,0,0.833333333333333,0,"Female"
"780","45-64","Black",1,"2-year College Degree","Democrat",1,"Liberal","Medium","Control",0.333333333333333,0.5,0.5,0.5,0.333333333333333,"Male"
"781","45-64","White",2,"Some College","Independent",5,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.5,0.833333333333333,0,0,"Female"
"782","30-44","White",2,"Some College","Not Sure",4,"Not Sure","None","Diverse",0.5,0.75,0.666666666666667,0.5,0.333333333333333,"Female"
"783","18-29","Hispanic",2,"High School Graduate","Democrat",2,"Liberal","Low","Diverse",0.5,0.5,0.5,0.666666666666667,0.666666666666667,"Female"
"784","45-64","White",2,"4-year College Degree","Not Sure",8,"Not Sure","Medium","Diverse",0.5,0.5,0.333333333333333,0.166666666666667,0.5,"Female"
"785","45-64","White",2,"2-year College Degree","Independent",5,"Moderate","High","Diverse But Critiqued",0,0.5,0,0,0,"Female"
"786","65+","Hispanic",2,"Some College","Republican",6,"Conservative","Medium","Control",0.5,0.75,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"787","30-44","Hispanic",1,"Some College","Democrat",2,"Moderate","Medium","Diverse",0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,"Male"
"788","45-64","Hispanic",2,"Some College","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"789","45-64","Black",2,"Some College","Democrat",1,"Very Conservative","High","Diverse",0.833333333333333,1,0.833333333333333,0.333333333333333,0.666666666666667,"Female"
"790","18-29","Multiracial",1,"High School Graduate","Independent",3,"Moderate","High","Diverse",0.666666666666667,0.75,0.333333333333333,0.166666666666667,0,"Male"
"791","30-44","Black",2,"High School Graduate","Democrat",1,"Moderate","Low","Control",0.666666666666667,1,0.833333333333333,0.333333333333333,0,"Female"
"792","30-44","White",2,"Some College","Republican",6,"Conservative","Low","Diverse",0.5,0.5,1,0.5,0.333333333333333,"Female"
"793","45-64","Black",2,"2-year College Degree","Independent",3,"Moderate","Medium","Control",0.166666666666667,0,0,0.666666666666667,0,"Female"
"794","65+","Hispanic",2,"High School Graduate","Democrat",2,"Liberal","Medium","Diverse",0.666666666666667,0.75,1,0.666666666666667,0.5,"Female"
"795","30-44","White",2,"4-year College Degree","Republican",7,"Very Conservative","Medium","Control",0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"Female"
"796","45-64","Black",2,"2-year College Degree","Democrat",2,"Moderate","Medium","Control",0.5,0.5,0.5,0.5,0.333333333333333,"Female"
"797","65+","Black",1,"2-year College Degree","Democrat",1,"Very Liberal","High","Control",0.333333333333333,0.75,0.833333333333333,0,0,"Male"
